Sample_Name,Order_pre,Date_MMDDYYYY_pre,Year,Phase_1_treat,Phase_1_rep,Phase_2_treat,Phase_2_rep,Tag_color,Tag_num,Submerged_weight_pre,Dry_weight_pre,Notes_pre,Order_post,Date_MMDDYYYY_post,Submerged_weight_post,Dry_weight_post,double_single_dead,Notes_post,Actual_shell_pre_mg,Actual_shell_post_mg,Actual_shell_growth_mg,Actual_tissue_pre_mg,Actual_tissue_post_mg,Actual_tissue_growth_mg,Ratio_tissue_shell_mg,Phase_1_temp,Phase_1_DO,Phase_2.1_temp,Phase_2.1_DO,Phase1_Phase2_treat,,Phase_1_rep_R,Phase_2_rep_R,Ratio_tissue_shell_pre_mg,Phase1_Phase2_rep
2024_Cont01_Cont03_W25,527,7/24/24,2024,Cont,01,Cont,03,W,25,128.2,345.7,NA,430,8122024,288.8,743.1,NA,NA,200.66358,454.95762,254.29404,145.03642,288.14238,143.10596,0.562757822,Ambient,Norm,Ambient,Norm,Ambient/Norm_Ambient/Norm,,Cont01,Cont03,0.722783975,Cont01_Cont03
2024_Cont01_Cont03_W26,532,7/24/24,2024,Cont,01,Cont,03,W,26,341,917.8,NA,397,8122024,658.6,1715.7,NA,NA,537.6111,1040.49894,502.88784,380.1889,675.20106,295.01216,0.586636098,Ambient,Norm,Ambient,Norm,Ambient/Norm_Ambient/Norm,,Cont01,Cont03,0.707182013,Cont01_Cont03
2024_Cont01_Cont04_W37,547,7/24/24,2024,Cont,01,Cont,04,W,37,161.6,439.8,NA,580,8122024,297.3,780.4,NA,NA,253.54914,468.41652,214.86738,186.25086,311.98348,125.73262,0.585163835,Ambient,Norm,Ambient,Norm,Ambient/Norm_Ambient/Norm,,Cont01,Cont04,0.734575002,Cont01_Cont04
2024_Cont01_Cont04_W38,625,7/24/24,2024,Cont,01,Cont,04,W,38,388.1,906.9,NA,588,8122024,684.2,1576.7,NA,NA,612.18924,1081.03398,468.84474,294.71076,495.66602,200.95526,0.428617926,Ambient,Norm,Ambient,Norm,Ambient/Norm_Ambient/Norm,,Cont01,Cont04,0.481404672,Cont01_Cont04
2024_Cont01_Cont05_W49,668,7/25/24,2024,Cont,01,Cont,05,W,49,141.8,336.4,NA,803,8122024,284.3,642,NA,NA,222.19782,447.83232,225.6345,114.20218,194.16768,79.9655,0.354402806,Ambient,Norm,Ambient,Norm,Ambient/Norm_Ambient/Norm,,Cont01,Cont05,0.513966249,Cont01_Cont05
2024_Cont01_Cont05_W50,674,7/25/24,2024,Cont,01,Cont,05,W,50,513,1156,NA,794,8122024,757.5,1696.2,NA,NA,809.9559,1197.0972,387.1413,346.0441,499.1028,153.0587,0.395356166,Ambient,Norm,Ambient,Norm,Ambient/Norm_Ambient/Norm,,Cont01,Cont05,0.427238199,Cont01_Cont05
2024_Cont01_Cont06_W61,731,7/25/24,2024,Cont,01,Cont,06,W,61,140.7,361.1,NA,1006,8122024,210.2,519.8,NA,NA,220.45608,330.50238,110.0463,140.64392,189.29762,48.6537,0.442120271,Ambient,Norm,Ambient,Norm,Ambient/Norm_Ambient/Norm,,Cont01,Cont06,0.63796798,Cont01_Cont06
2024_Cont01_Cont06_W62,733,7/25/24,2024,Cont,01,Cont,06,W,62,173.2,413.7,NA,1002,8122024,328.6,776.7,NA,NA,271.91658,517.97694,246.06036,141.78342,258.72306,116.93964,0.475247781,Ambient,Norm,Ambient,Norm,Ambient/Norm_Ambient/Norm,,Cont01,Cont06,0.521422489,Cont01_Cont06
2024_Cont01_Hyp01_W1,780,7/23/24,2024,Cont,01,Hyp,01,W,1,424.4,1111.9,NA,59,8122024,712.7,1597,NA,NA,669.66666,1126.16088,456.49422,442.23334,470.83912,28.60578,0.062664057,Ambient,Norm,Ambient,Hyp,Ambient/Norm_Ambient/Hyp,,Cont01,Hyp01,0.660378314,Cont01_Hyp01
2024_Cont01_Hyp01_W2,784,7/23/24,2024,Cont,01,Hyp,01,W,2,467.9,959,NA,82,8122024,701.4,1550.7,NA,NA,738.54456,1108.26846,369.7239,220.45544,442.43154,221.9761,0.600383421,Ambient,Norm,Ambient,Hyp,Ambient/Norm_Ambient/Hyp,,Cont01,Hyp01,0.298499849,Cont01_Hyp01
2024_Cont01_Hyp02_W13,827,7/23/24,2024,Cont,01,Hyp,02,W,13,489.1,1214.3,NA,296,8122024,690.6,1573.2,NA,NA,772.11264,1091.16774,319.0551,442.18736,482.03226,39.8449,0.124884072,Ambient,Norm,Ambient,Hyp,Ambient/Norm_Ambient/Hyp,,Cont01,Hyp02,0.572697994,Cont01_Hyp02
2024_Cont01_Hyp02_W14,831,7/23/24,2024,Cont,01,Hyp,02,W,14,445.6,1071,NA,301,8122024,687.2,1557.3,NA,NA,703.23474,1085.78418,382.54944,367.76526,471.51582,103.75056,0.271208239,Ambient,Norm,Ambient,Hyp,Ambient/Norm_Ambient/Hyp,,Cont01,Hyp02,0.522962304,Cont01_Hyp02
2024_Cont01_Hyp03_W25,876,7/24/24,2024,Cont,01,Hyp,03,W,25,351.9,914.1,NA,527,8122024,536,1326.2,NA,NA,554.87016,846.3741,291.50394,359.22984,479.8259,120.59606,0.413703019,Ambient,Norm,Ambient,Hyp,Ambient/Norm_Ambient/Hyp,,Cont01,Hyp03,0.647412432,Cont01_Hyp03
2024_Cont01_Hyp03_W26,879,7/24/24,2024,Cont,01,Hyp,03,W,26,136.4,346.3,NA,520,8122024,237.7,572.6,NA,NA,213.64746,374.04588,160.39842,132.65254,198.55412,65.90158,0.410861778,Ambient,Norm,Ambient,Hyp,Ambient/Norm_Ambient/Hyp,,Cont01,Hyp03,0.620894533,Cont01_Hyp03
2024_Cont01_Hyp04_W37,955,7/24/24,2024,Cont,01,Hyp,04,W,37,301.3,700.3,NA,701,8122024,385.6,919.9,NA,NA,474.75012,608.23074,133.48062,225.54988,311.66926,86.11938,0.645182649,Ambient,Norm,Ambient,Hyp,Ambient/Norm_Ambient/Hyp,,Cont01,Hyp04,0.475091781,Cont01_Hyp04
2024_Cont01_Hyp04_W38,297,7/24/24,2024,Cont,01,Hyp,04,W,38,145.9,364,NA,688,8122024,239.4,578.2,NA,NA,228.68976,376.73766,148.0479,135.31024,201.46234,66.1521,0.446829033,Ambient,Norm,Ambient,Hyp,Ambient/Norm_Ambient/Hyp,,Cont01,Hyp04,0.591675989,Cont01_Hyp04
2024_Cont01_Hyp05_W49,1001,7/25/24,2024,Cont,01,Hyp,05,W,49,182.2,461.7,NA,891,8122024,234,559,NA,NA,286.16718,368.1873,82.02012,175.53282,190.8127,15.27988,0.18629429,Ambient,Norm,Ambient,Hyp,Ambient/Norm_Ambient/Hyp,,Cont01,Hyp05,0.613392563,Cont01_Hyp05
2024_Cont01_Hyp05_W50,1008,7/25/24,2024,Cont,01,Hyp,05,W,50,546,1435.2,wet for dry weight,905,8122024,627.2,1588.6,NA,NA,862.2081,990.78018,128.57208,572.9919,597.81982,24.82792,0.193105066,Ambient,Norm,Ambient,Hyp,Ambient/Norm_Ambient/Hyp,,Cont01,Hyp05,0.664563346,Cont01_Hyp05
2024_Cont01_Hyp06_W61,1077,7/26/24,2024,Cont,01,Hyp,06,W,61,288.1,676.3,NA,1068,8122024,426.9,984.5,NA,NA,453.84924,673.62516,219.77592,222.45076,310.87484,88.42408,0.402337435,Ambient,Norm,Ambient,Hyp,Ambient/Norm_Ambient/Hyp,,Cont01,Hyp06,0.490142409,Cont01_Hyp06
2024_Cont01_Hyp06_W62,1078,7/26/24,2024,Cont,01,Hyp,06,W,62,134.5,327.3,NA,1061,8122024,193.3,471.1,NA,NA,210.639,303.74292,93.10392,116.661,167.35708,50.69608,0.544510693,Ambient,Norm,Ambient,Hyp,Ambient/Norm_Ambient/Hyp,,Cont01,Hyp06,0.553843305,Cont01_Hyp06
2024_Cont01_Warm01_W1,1123,7/23/24,2024,Cont,01,Warm,01,W,1,267.5,640.2,NA,110,8122024,424.8,942.9,NA,NA,421.2312,670.30002,249.06882,218.9688,272.59998,53.63118,0.215326752,Ambient,Norm,Warm,Norm,Ambient/Norm_Warm/Norm,,Cont01,Warm01,0.51983044,Cont01_Warm01
2024_Cont01_Warm01_W2,1151,7/23/24,2024,Cont,01,Warm,01,W,2,407.4,959.8,NA,137,8122024,631.7,1518.3,NA,NA,642.74886,997.90548,355.15662,317.05114,520.39452,203.34338,0.572545656,Ambient,Norm,Warm,Norm,Ambient/Norm_Warm/Norm,,Cont01,Warm01,0.493273749,Cont01_Warm01
2024_Cont01_Warm02_W13,1193,7/23/24,2024,Cont,01,Warm,02,W,13,241.6,669.7,NA,270,8122024,512.8,1283.2,NA,NA,380.22114,809.63922,429.41808,289.47886,473.56078,184.08192,0.428677619,Ambient,Norm,Warm,Norm,Ambient/Norm_Warm/Norm,,Cont01,Warm02,0.761343412,Cont01_Warm02
2024_Cont01_Warm02_W14,1199,7/23/24,2024,Cont,01,Warm,02,W,14,326.7,882.4,NA,268,8122024,641.9,1549,NA,NA,514.96848,1014.05616,499.08768,367.43152,534.94384,167.51232,0.335637057,Ambient,Norm,Warm,Norm,Ambient/Norm_Warm/Norm,,Cont01,Warm02,0.713502931,Cont01_Warm02
2024_Cont01_Warm03_W25,1243,7/24/24,2024,Cont,01,Warm,03,W,25,311.6,823.6,NA,461,8122024,570.6,1432,NA,NA,491.05914,901.15974,410.1006,332.54086,530.84026,198.2994,0.483538429,Ambient,Norm,Warm,Norm,Ambient/Norm_Warm/Norm,,Cont01,Warm03,0.677191061,Cont01_Warm03
2024_Cont01_Warm03_W26,299,7/24/24,2024,Cont,01,Warm,03,W,26,144.6,365.5,NA,470,8122024,245.4,621.2,NA,NA,226.63134,386.23806,159.60672,138.86866,234.96194,96.09328,0.602062871,Ambient,Norm,Warm,Norm,Ambient/Norm_Warm/Norm,,Cont01,Warm03,0.612751352,Cont01_Warm03
2024_Cont01_Warm04_W37,1289,7/24/24,2024,Cont,01,Warm,04,W,37,189.8,454.2,NA,671,8122024,499.1,1101.3,NA,NA,298.20102,787.94664,489.74562,155.99898,313.35336,157.35438,0.321298187,Ambient,Norm,Warm,Norm,Ambient/Norm_Warm/Norm,,Cont01,Warm04,0.523133623,Cont01_Warm04
2024_Cont01_Warm04_W38,1295,7/24/24,2024,Cont,01,Warm,04,W,38,352,814.6,NA,641,8122024,573.2,1333,NA,NA,555.0285,905.27658,350.24808,259.5715,427.72342,168.15192,0.480093767,Ambient,Norm,Warm,Norm,Ambient/Norm_Warm/Norm,,Cont01,Warm04,0.467672381,Cont01_Warm04
2024_Cont01_Warm05_W49,1036,7/25/24,2024,Cont,01,Warm,05,W,49,225.6,599.8,NA,842,8122024,417.6,1024.8,NA,NA,354.88674,658.89954,304.0128,244.91326,365.90046,120.9872,0.397967454,Ambient,Norm,Warm,Norm,Ambient/Norm_Warm/Norm,,Cont01,Warm05,0.690116683,Cont01_Warm05
2024_Cont01_Warm05_W50,1126,7/25/24,2024,Cont,01,Warm,05,W,50,257.4,641.8,NA,849,8122024,448,1030.8,NA,NA,405.23886,707.0349,301.79604,236.56114,323.7651,87.20396,0.288949981,Ambient,Norm,Warm,Norm,Ambient/Norm_Warm/Norm,,Cont01,Warm05,0.583757293,Cont01_Warm05
2024_Cont01_Warm06_W61,1387,7/25/24,2024,Cont,01,Warm,06,W,61,424.9,1224.7,NA,1016,8122024,832.5,2494.6,NA,NA,670.45836,1315.8522,645.39384,554.24164,1178.7478,624.50616,0.967635762,Ambient,Norm,Warm,Norm,Ambient/Norm_Warm/Norm,,Cont01,Warm06,0.826660794,Cont01_Warm06
2024_Cont01_Warm06_W62,1390,7/25/24,2024,Cont,01,Warm,06,W,62,460.1,1254.6,NA,1018,8122024,654.6,1653.7,NA,NA,726.19404,1034.16534,307.9713,528.40596,619.53466,91.1287,0.295899975,Ambient,Norm,Warm,Norm,Ambient/Norm_Warm/Norm,,Cont01,Warm06,0.727637423,Cont01_Warm06
2024_Cont02_Both01_W3,12,7/26/24,2024,Cont,02,Both,01,W,3,260.9,878.7,NA,162,8122024,414.1,1204.3,NA,NA,410.78076,653.35764,242.57688,467.91924,550.94236,83.02312,0.342254876,Ambient,Norm,Warm,Hyp,Ambient/Norm_Warm/Hyp,,Cont02,Both01,1.139097264,Cont02_Both01
2024_Cont02_Both01_W4,14,7/23/24,2024,Cont,02,Both,01,W,4,158.4,393.3,NA,180,8122024,255.5,613.2,NA,NA,248.48226,402.2304,153.74814,144.81774,210.9696,66.15186,0.430261205,Ambient,Norm,Warm,Hyp,Ambient/Norm_Warm/Hyp,,Cont02,Both01,0.582809171,Cont02_Both01
2024_Cont02_Both02_W15,57,7/23/24,2024,Cont,02,Both,02,W,15,172.6,488,NA,347,8122024,300.7,771.7,NA,NA,270.96654,473.80008,202.83354,217.03346,297.89992,80.86646,0.398683867,Ambient,Norm,Warm,Hyp,Ambient/Norm_Warm/Hyp,,Cont02,Both02,0.800960369,Cont02_Both02
2024_Cont02_Both02_W16,61,7/23/24,2024,Cont,02,Both,02,W,16,153.4,455.3,NA,341,8122024,321.8,879.4,NA,NA,240.56526,507.20982,266.64456,214.73474,372.19018,157.45544,0.590506853,Ambient,Norm,Warm,Hyp,Ambient/Norm_Warm/Hyp,,Cont02,Both02,0.892625727,Cont02_Both02
2024_Cont02_Both03_W27,142,7/24/24,2024,Cont,02,Both,03,W,27,187.9,461.6,NA,562,8122024,289.2,674.7,NA,NA,295.19256,455.59098,160.39842,166.40744,219.10902,52.70158,0.328566703,Ambient,Norm,Warm,Hyp,Ambient/Norm_Warm/Hyp,,Cont02,Both03,0.563725048,Cont02_Both03
2024_Cont02_Both03_W28,178,7/24/24,2024,Cont,02,Both,03,W,28,175.8,447.2,NA,570,8122024,306.6,752.8,NA,NA,276.03342,483.14214,207.10872,171.16658,269.65786,98.49128,0.475553516,Ambient,Norm,Warm,Hyp,Ambient/Norm_Warm/Hyp,,Cont02,Both03,0.620093683,Cont02_Both03
2024_Cont02_Both04_W39,221,7/24/24,2024,Cont,02,Both,04,W,39,245.2,623.5,NA,749,8122024,353.5,888.1,NA,NA,385.92138,557.4036,171.48222,237.57862,330.6964,93.11778,0.543017113,Ambient,Norm,Warm,Hyp,Ambient/Norm_Warm/Hyp,,Cont02,Both04,0.61561404,Cont02_Both04
2024_Cont02_Both04_W40,223,7/24/24,2024,Cont,02,Both,04,W,40,99.6,236.5,NA,762,8122024,202.5,464.2,NA,NA,155.37834,318.3102,162.93186,81.12166,145.8898,64.76814,0.397516729,Ambient,Norm,Warm,Hyp,Ambient/Norm_Warm/Hyp,,Cont02,Both04,0.522091174,Cont02_Both04
2024_Cont02_Both05_W51,268,7/25/24,2024,Cont,02,Both,05,W,51,250.4,568.9,NA,959,8122024,473.1,1041.9,NA,NA,394.15506,746.77824,352.62318,174.74494,295.12176,120.37682,0.341375232,Ambient,Norm,Warm,Hyp,Ambient/Norm_Warm/Hyp,,Cont02,Both05,0.443340598,Cont02_Both05
2024_Cont02_Both05_W52,274,7/25/24,2024,Cont,02,Both,05,W,52,247.6,604.2,NA,921,8122024,464.9,1145.8,NA,NA,389.72154,733.79436,344.07282,214.47846,412.00564,197.52718,0.574085393,Ambient,Norm,Warm,Hyp,Ambient/Norm_Warm/Hyp,,Cont02,Both05,0.55033771,Cont02_Both05
2024_Cont02_Both06_W63,393,7/26/24,2024,Cont,02,Both,06,W,63,168.3,446.1,NA,1132,8122024,263.5,634.1,NA,NA,264.15792,414.8976,150.73968,181.94208,219.2024,37.26032,0.247183223,Ambient,Norm,Warm,Hyp,Ambient/Norm_Warm/Hyp,,Cont02,Both06,0.68876254,Cont02_Both06
2024_Cont02_Both06_W64,397,7/26/24,2024,Cont,02,Both,06,W,64,175.1,432.1,NA,1144,8122024,245.7,570.1,NA,NA,274.92504,386.71308,111.78804,157.17496,183.38692,26.21196,0.234479109,Ambient,Norm,Warm,Hyp,Ambient/Norm_Warm/Hyp,,Cont02,Both06,0.571701144,Cont02_Both06
2024_Cont02_Cont01_W3,441,7/23/24,2024,Cont,02,Cont,01,W,3,495.6,1314.8,NA,8,8122024,634.4,1632.6,NA,NA,782.40474,1002.18066,219.77592,532.39526,630.41934,98.02408,0.44601829,Ambient,Norm,Ambient,Norm,Ambient/Norm_Ambient/Norm,,Cont02,Cont01,0.680460167,Cont02_Cont01
2024_Cont02_Cont01_W4,445,7/23/24,2024,Cont,02,Cont,01,W,4,245,543.4,NA,14,8122024,339.5,749.3,NA,NA,385.6047,535.236,149.6313,157.7953,214.064,56.2687,0.376048995,Ambient,Norm,Ambient,Norm,Ambient/Norm_Ambient/Norm,,Cont02,Cont01,0.409215189,Cont02_Cont01
2024_Cont02_Cont02_W15,489,7/23/24,2024,Cont,02,Cont,02,W,15,483.6,1242.1,NA,202,8122024,964,2241.8,NA,NA,763.40394,1524.0693,760.66536,478.69606,717.7307,239.03464,0.314244151,Ambient,Norm,Ambient,Norm,Ambient/Norm_Ambient/Norm,,Cont02,Cont02,0.627054741,Cont02_Cont02
2024_Cont02_Cont02_W16,490,7/23/24,2024,Cont,02,Cont,02,W,16,181.9,484.3,NA,225,8122024,296.3,710.7,NA,NA,285.69216,466.83312,181.14096,198.60784,243.86688,45.25904,0.249855361,Ambient,Norm,Ambient,Norm,Ambient/Norm_Ambient/Norm,,Cont02,Cont02,0.695181275,Cont02_Cont02
2024_Cont02_Cont03_W27,536,7/24/24,2024,Cont,02,Cont,03,W,27,401.1,946,NA,416,8122024,829.7,2018.7,NA,NA,632.77344,1311.41868,678.64524,313.22656,707.28132,394.05476,0.580649118,Ambient,Norm,Ambient,Norm,Ambient/Norm_Ambient/Norm,,Cont02,Cont03,0.495005859,Cont02_Cont03
2024_Cont02_Cont03_W28,568,7/24/24,2024,Cont,02,Cont,03,W,28,189.9,450.7,NA,418,8122024,353.1,839.3,NA,NA,298.35936,556.77024,258.41088,152.34064,282.52976,130.18912,0.503806651,Ambient,Norm,Ambient,Norm,Ambient/Norm_Ambient/Norm,,Cont02,Cont03,0.510594472,Cont02_Cont03
2024_Cont02_Cont04_W39,629,7/24/24,2024,Cont,02,Cont,04,W,39,290.9,811.4,NA,617,8122024,392.8,1039.1,NA,NA,458.28276,619.63122,161.34846,353.11724,419.46878,66.35154,0.411231319,Ambient,Norm,Ambient,Norm,Ambient/Norm_Ambient/Norm,,Cont02,Cont04,0.770522635,Cont02_Cont04
2024_Cont02_Cont04_W40,316,7/24/24,2024,Cont,02,Cont,04,W,40,154.6,377.6,NA,618,8122024,328.3,772.2,NA,NA,242.46534,517.50192,275.03658,135.13466,254.69808,119.56342,0.434718247,Ambient,Norm,Ambient,Norm,Ambient/Norm_Ambient/Norm,,Cont02,Cont04,0.557335989,Cont02_Cont04
2024_Cont02_Cont05_W51,610,7/25/24,2024,Cont,02,Cont,05,W,51,197.4,483.4,NA,770,8122024,436.3,1042.8,NA,NA,310.23486,688.50912,378.27426,173.16514,354.29088,181.12574,0.478821213,Ambient,Norm,Ambient,Norm,Ambient/Norm_Ambient/Norm,,Cont02,Cont05,0.558174346,Cont02_Cont05
2024_Cont02_Cont05_W52,679,7/25/24,2024,Cont,02,Cont,05,W,52,128.5,290.8,NA,792,8122024,184.1,416,NA,NA,201.1386,289.17564,88.03704,89.6614,126.82436,37.16296,0.422128686,Ambient,Norm,Ambient,Norm,Ambient/Norm_Ambient/Norm,,Cont02,Cont05,0.445769236,Cont02_Cont05
2024_Cont02_Cont06_W63,739,7/25/24,2024,Cont,02,Cont,06,W,63,392,958.6,NA,975,8122024,575.4,1365.2,NA,NA,618.3645,908.76006,290.39556,340.2355,456.43994,116.20444,0.400159148,Ambient,Norm,Ambient,Norm,Ambient/Norm_Ambient/Norm,,Cont02,Cont06,0.550218358,Cont02_Cont06
2024_Cont02_Cont06_W64,114,7/25/24,2024,Cont,02,Cont,06,W,64,103.1,248.5,NA,1001,8122024,197.3,452.1,NA,NA,160.92024,310.07652,149.15628,87.57976,142.02348,54.44372,0.365011249,Ambient,Norm,Ambient,Norm,Ambient/Norm_Ambient/Norm,,Cont02,Cont06,0.544243285,Cont02_Cont06
2024_Cont02_Hyp01_W3,787,7/23/24,2024,Cont,02,Hyp,01,W,3,316.6,766.3,NA,57,8122024,451.7,1065.9,NA,NA,498.97614,712.89348,213.91734,267.32386,353.00652,85.68266,0.400540975,Ambient,Norm,Ambient,Hyp,Ambient/Norm_Ambient/Hyp,,Cont02,Hyp01,0.535744775,Cont02_Hyp01
2024_Cont02_Hyp01_W4,790,7/23/24,2024,Cont,02,Hyp,01,W,4,254.6,626.2,NA,53,8122024,421.3,997.9,NA,NA,400.80534,664.75812,263.95278,225.39466,333.14188,107.74722,0.408206422,Ambient,Norm,Ambient,Hyp,Ambient/Norm_Ambient/Hyp,,Cont02,Hyp01,0.562354434,Cont02_Hyp01
2024_Cont02_Hyp02_W15,834,7/23/24,2024,Cont,02,Hyp,02,W,15,250.3,621.1,NA,323,8122024,647.9,1488.8,NA,NA,393.99672,1023.55656,629.55984,227.10328,465.24344,238.14016,0.378264535,Ambient,Norm,Ambient,Hyp,Ambient/Norm_Ambient/Hyp,,Cont02,Hyp02,0.576409062,Cont02_Hyp02
2024_Cont02_Hyp02_W16,837,7/23/24,2024,Cont,02,Hyp,02,W,16,236.9,575.8,NA,312,8122024,528.5,1227.5,NA,NA,372.77916,834.4986,461.71944,203.02084,393.0014,189.98056,0.411463204,Ambient,Norm,Ambient,Hyp,Ambient/Norm_Ambient/Hyp,,Cont02,Hyp02,0.544614243,Cont02_Hyp02
2024_Cont02_Hyp03_W27,883,7/24/24,2024,Cont,02,Hyp,03,W,27,218.1,528.4,NA,528,8122024,353.3,825.8,NA,NA,343.01124,557.08692,214.07568,185.38876,268.71308,83.32432,0.389228333,Ambient,Norm,Ambient,Hyp,Ambient/Norm_Ambient/Hyp,,Cont02,Hyp03,0.5404743,Cont02_Hyp03
2024_Cont02_Hyp03_W28,887,7/24/24,2024,Cont,02,Hyp,03,W,28,226.8,531,NA,525,8122024,332.7,738.2,NA,NA,356.78682,524.46888,167.68206,174.21318,213.73112,39.51794,0.235671842,Ambient,Norm,Ambient,Hyp,Ambient/Norm_Ambient/Hyp,,Cont02,Hyp03,0.488283676,Cont02_Hyp03
2024_Cont02_Hyp04_W39,961,7/24/24,2024,Cont,02,Hyp,04,W,39,92.6,237.2,NA,717,8122024,NA,NA,Dead,NA,144.29454,NA,NA,92.90546,NA,NA,NA,Ambient,Norm,Ambient,Hyp,Ambient/Norm_Ambient/Hyp,,Cont02,Hyp04,0.643859844,Cont02_Hyp04
2024_Cont02_Hyp04_W40,966,7/24/24,2024,Cont,02,Hyp,04,W,40,91.3,224.9,NA,695,8122024,134,326.3,NA,NA,142.23612,209.8473,67.61118,82.66388,116.4527,33.78882,0.499751964,Ambient,Norm,Ambient,Hyp,Ambient/Norm_Ambient/Hyp,,Cont02,Hyp04,0.581173615,Cont02_Hyp04
2024_Cont02_Hyp05_W51,565,7/25/24,2024,Cont,02,Hyp,05,W,51,171.8,446.9,NA,906,8122024,235.2,592.1,NA,NA,269.69982,370.08738,100.38756,177.20018,222.01262,44.81244,0.446394354,Ambient,Norm,Ambient,Hyp,Ambient/Norm_Ambient/Hyp,,Cont02,Hyp05,0.657027431,Cont02_Hyp05
2024_Cont02_Hyp05_W52,1015,7/25/24,2024,Cont,02,Hyp,05,W,52,201.5,499.7,NA,898,8122024,398.7,953.4,NA,NA,316.7268,628.97328,312.24648,182.9732,324.42672,141.45352,0.453018782,Ambient,Norm,Ambient,Hyp,Ambient/Norm_Ambient/Hyp,,Cont02,Hyp05,0.577700403,Cont02_Hyp05
2024_Cont02_Hyp06_W63,1085,7/26/24,2024,Cont,02,Hyp,06,W,63,373.8,881.7,NA,1067,8122024,477.3,1152.1,NA,NA,589.54662,753.42852,163.8819,292.15338,398.67148,106.5181,0.649968666,Ambient,Norm,Ambient,Hyp,Ambient/Norm_Ambient/Hyp,,Cont02,Hyp06,0.495556026,Cont02_Hyp06
2024_Cont02_Hyp06_W64,1089,7/26/24,2024,Cont,02,Hyp,06,W,64,434.9,1016,NA,1059,8122024,550,1312,NA,NA,686.29236,868.5417,182.24934,329.70764,443.4583,113.75066,0.624148543,Ambient,Norm,Ambient,Hyp,Ambient/Norm_Ambient/Hyp,,Cont02,Hyp06,0.480418637,Cont02_Hyp06
2024_Cont02_Warm01_W3,149,7/23/24,2024,Cont,02,Warm,01,W,3,124,304.8,NA,118,8122024,240.5,542.3,NA,NA,194.0133,378.4794,184.4661,110.7867,163.8206,53.0339,0.287499438,Ambient,Norm,Warm,Norm,Ambient/Norm_Warm/Norm,,Cont02,Warm01,0.571026316,Cont02_Warm01
2024_Cont02_Warm01_W4,1157,7/23/24,2024,Cont,02,Warm,01,W,4,213.8,512.8,NA,130,8122024,287.1,674.7,NA,NA,336.20262,452.26584,116.06322,176.59738,222.43416,45.83678,0.394929419,Ambient,Norm,Warm,Norm,Ambient/Norm_Warm/Norm,,Cont02,Warm01,0.525270683,Cont02_Warm01
2024_Cont02_Warm02_W15,1201,7/23/24,2024,Cont,02,Warm,02,W,15,163.1,358.8,NA,243,8122024,264.9,608.8,NA,NA,255.92424,417.11436,161.19012,102.87576,191.68564,88.80988,0.550963545,Ambient,Norm,Warm,Norm,Ambient/Norm_Warm/Norm,,Cont02,Warm02,0.401977398,Cont02_Warm02
2024_Cont02_Warm02_W16,1206,7/23/24,2024,Cont,02,Warm,02,W,16,187.2,462.9,NA,251,8122024,327,838.2,NA,NA,294.08418,515.4435,221.35932,168.81582,322.7565,153.94068,0.69543347,Ambient,Norm,Warm,Norm,Ambient/Norm_Warm/Norm,,Cont02,Warm02,0.574039107,Cont02_Warm02
2024_Cont02_Warm03_W27,1250,7/24/24,2024,Cont,02,Warm,03,W,27,135.5,350.6,NA,465,8122024,220,560.4,NA,NA,212.2224,346.0197,133.7973,138.3776,214.3803,76.0027,0.5680436,Ambient,Norm,Warm,Norm,Ambient/Norm_Warm/Norm,,Cont02,Warm03,0.652040501,Cont02_Warm03
2024_Cont02_Warm03_W28,1252,7/24/24,2024,Cont,02,Warm,03,W,28,127.9,321.6,NA,480,8122024,160.4,379.7,NA,NA,200.18856,251.64906,51.4605,121.41144,128.05094,6.6395,0.129021288,Ambient,Norm,Warm,Norm,Ambient/Norm_Warm/Norm,,Cont02,Warm03,0.606485406,Cont02_Warm03
2024_Cont02_Warm04_W39,1297,7/24/24,2024,Cont,02,Warm,04,W,39,285.3,611.4,NA,667,8122024,411.1,933.5,NA,NA,449.41572,648.60744,199.19172,161.98428,284.89256,122.90828,0.617035086,Ambient,Norm,Warm,Norm,Ambient/Norm_Warm/Norm,,Cont02,Warm04,0.360433053,Cont02_Warm04
2024_Cont02_Warm04_W40,1139,7/24/24,2024,Cont,02,Warm,04,W,40,262.8,650.2,NA,664,8122024,535.2,1247.2,NA,NA,413.78922,845.10738,431.31816,236.41078,402.09262,165.68184,0.384129061,Ambient,Norm,Warm,Norm,Ambient/Norm_Warm/Norm,,Cont02,Warm04,0.571331414,Cont02_Warm04
2024_Cont02_Warm05_W51,1345,7/25/24,2024,Cont,02,Warm,05,W,51,164.5,425.9,NA,834,8122024,277,689.1,NA,NA,258.141,436.2735,178.1325,167.759,252.8265,85.0675,0.477551822,Ambient,Norm,Warm,Norm,Ambient/Norm_Warm/Norm,,Cont02,Warm05,0.649873519,Cont02_Warm05
2024_Cont02_Warm05_W52,1351,7/25/24,2024,Cont,02,Warm,05,W,52,346.8,791.3,NA,819,8122024,495.7,1069.5,NA,NA,546.79482,782.56308,235.76826,244.50518,286.93692,42.43174,0.179972232,Ambient,Norm,Warm,Norm,Ambient/Norm_Warm/Norm,,Cont02,Warm05,0.447160747,Cont02_Warm05
